time,RADIAL_DISTANCE_AU,HGI_LAT_deg,HGI_LONG_deg,BR_(RTN)_nT,BT_(RTN)_nT,BN_(RTN)_nT,B_nT,VR_(RTN)_km/sec,VT_(RTN)_km/sec,VN_(RTN)_km/sec,PROTON_SPEED_km/s,FLOW_LAT_(RTN)_deg,SW_LON_(RTN)_deg,PROTON_DENS_N/cm3,PROTON_TEMP_deg_K
1580317205,0.13,-3.7,86.8,-90.49,57.01,5.99,107.12,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580320805,0.13,-3.7,87.9,-88.48,74.24,-7.86,115.77,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580324405,0.13,-3.8,89.1,-87.74,57.06,-12.07,105.36,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580328005,0.13,-3.8,90.2,-100.16,28.34,-4.14,104.18,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580331605,0.13,-3.8,91.4,-113.84,34.89,2.4,119.09,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580335205,0.13,-3.8,92.5,-112.09,48.03,6.39,122.12,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580338805,0.13,-3.8,93.7,-96.37,22.62,33.48,104.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580342405,0.13,-3.8,94.8,-87.43,20.63,23.98,92.98,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580346005,0.13,-3.8,95.8,-69.63,-56.84,31.14,95.13,265.8,95.8,-4.5,282.5,-0.9,19.8,1106.8,158327
1580349605,0.13,-3.8,96.9,-78.7,-7.4,16.46,80.74,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580353205,0.13,-3.7,97.9,-65.93,-19.39,-24.57,72.98,271.8,64.2,-30.4,280.9,-6.2,13.3,1017.2,171630
1580356805,0.13,-3.7,99,-81.32,-8.58,-8.5,82.21,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580360405,0.13,-3.7,100,-77.25,38.54,-10.58,86.98,270.6,87.9,-9.5,284.7,-1.9,18,1173.5,155092
1580364005,0.13,-3.7,101,-91.03,21.59,1.17,93.56,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580367605,0.13,-3.7,102.1,-105.84,35.54,16.58,112.88,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580371205,0.13,-3.6,103.1,-102.52,32.17,-37.19,113.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580374805,0.13,-3.6,104.1,-108.49,30.01,-9.54,112.96,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580378405,0.13,-3.6,105.2,-106.7,43.72,3.53,115.36,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580382005,0.13,-3.6,106.2,-96.99,29.96,-30.28,105.93,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580385605,0.13,-3.5,107.2,-99.67,24.58,-8.61,103.01,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580389205,0.14,-3.5,108.3,-69.19,4.26,-13.66,70.65,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580392805,0.14,-3.5,109.3,-44.25,15.48,0.08,46.88,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580396405,0.14,-3.5,110.4,-54.93,-0.29,-4.26,55.1,274.7,50,-20.5,280,-4.2,10.3,1672.2,144624
1580400005,0.14,-3.5,111.4,-48.53,2.09,0.9,48.59,279.7,51.7,-15.1,284.9,-3,10.5,1587.6,139252
1580403605,0.14,-3.4,112.4,-109.66,-0.62,4.33,109.75,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580407205,0.14,-3.4,113.5,-100.78,3.64,-4.58,100.95,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580410805,0.14,-3.4,114.5,-94.5,-9.48,2.39,95.01,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580414405,0.14,-3.4,115.5,-97.71,6.57,6.19,98.12,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580418005,0.14,-3.4,116.6,-90.16,11.51,-0.94,90.89,264.9,76.1,-9.6,275.8,-2,16,1034.2,151918
1580421605,0.14,-3.3,117.6,-96.57,6.41,-8.45,97.15,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580425205,0.14,-3.3,118.7,-106.57,23.44,2.01,109.14,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580428805,0.14,-3.3,119.7,-97.5,-6.58,-32.31,102.93,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580432405,0.14,-3.3,120.5,-92.64,1.49,-40.95,101.3,297.7,55.1,-6.3,302.9,-1.2,10.5,553,207936
1580436005,0.14,-3.2,121.3,-65.19,-22.12,-30.55,75.31,287.8,54.8,-11.1,293.2,-2.2,10.8,730,160126
1580439605,0.14,-3.2,122.1,-75.94,2.8,-18.25,78.15,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580443205,0.15,-3.2,123,-81.14,10.62,-9.19,82.35,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580446805,0.15,-3.1,123.8,-88.34,-8.06,-14.31,89.85,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580450405,0.15,-3.1,124.6,-94.11,15.34,-12.88,96.22,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580454005,0.15,-3.1,125.4,-90.76,-6.05,-15.67,92.31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580457605,0.15,-3,126.2,-84.73,13.2,-9.27,86.25,259.4,78.1,-0.7,270.9,-0.1,16.8,675.2,128987
1580461205,0.15,-3,127,-60.69,9.56,-10.63,62.35,256.9,68.3,-8.3,265.9,-1.8,14.9,830,122894
1580464805,0.15,-3,127.9,-63.94,23.36,2.91,68.13,253.2,75.3,-2.4,264.2,-0.5,16.6,767.4,110881
1580468405,0.15,-2.9,128.7,-74.6,40.33,15.39,86.19,259.1,82.5,5.3,271.9,1.1,17.7,641.1,127756
1580472005,0.16,-2.9,129.5,-80.03,25.74,32.23,90.03,262.5,77.2,15.7,274.1,3.3,16.4,611.6,141530
1580475605,0.16,-2.9,130.3,-82.46,27.23,22.61,89.74,253.9,76.2,9.4,265.3,2,16.7,609.4,130442
1580479205,0.16,-2.8,131.1,-82.55,24.71,20.34,88.54,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580482805,0.16,-2.8,132,-76.79,35.07,1.92,84.44,252,78.9,6.5,264.1,1.4,17.4,612,114335
1580486405,0.16,-2.8,132.8,-81.66,28.94,-6.95,86.91,248,70.4,3.7,257.9,0.8,15.9,599.6,117386
1580490005,0.16,-2.7,133.6,-84.35,17.39,-3.54,86.2,245.8,66.8,8.5,254.9,1.9,15.2,662.4,147200
1580493605,0.16,-2.7,134.4,-73.4,25.89,8.61,78.3,262.2,71,7,271.8,1.5,15.1,569.9,121267
1580497205,0.16,-2.7,135.2,-63.04,36.23,-17.44,74.77,258.7,58.1,2.5,265.1,0.5,12.7,639.2,154111
1580500805,0.17,-2.6,136,-24.63,17.55,1.43,30.28,287.1,61.8,2.1,293.7,0.4,12.1,815,164897
1580504405,0.17,-2.6,136.9,-10.17,25.65,-11.06,29.73,295.7,58.8,-4.3,301.5,-0.8,11.2,779.4,176074
1580508005,0.17,-2.6,137.7,-4.31,25.15,-6.89,26.43,299,60.7,-0.9,305.1,-0.2,11.5,702.1,181214
1580511605,0.17,-2.5,138.5,-31.24,40.99,-5.65,51.85,277,60.4,5.7,283.6,1.2,12.3,658.6,166988
1580515205,0.17,-2.5,139.3,-52.26,35.19,-0.69,63,252.4,57.4,5.1,258.9,1.1,12.8,534.4,121291
1580518805,0.17,-2.5,139.9,-52.27,32.42,-13.78,63.04,255.3,52.5,2.4,260.6,0.5,11.6,576.3,144907
1580522405,0.17,-2.4,140.5,-50.79,24.01,-13.98,57.9,265.2,45.9,1.3,269.1,0.3,9.8,608.6,165954
1580526005,0.17,-2.4,141.2,-41,21.46,-5.59,46.61,276.5,49.1,7.2,280.9,1.5,10.1,659,161332
1580529605,0.17,-2.4,141.8,34.56,-15.61,5.88,38.38,268.3,44.8,4.4,272.1,0.9,9.5,656.2,175554
1580533205,0.17,-2.3,142.4,35.53,-18.15,-1.15,39.92,266,44.8,4.4,269.8,0.9,9.6,622.1,164766
1580536805,0.18,-2.3,143,22.44,-17,-3.76,28.4,270.4,49.8,8.3,275.1,1.7,10.4,618.4,144131
1580540405,0.18,-2.2,143.6,34.52,-16.27,-5.22,38.52,274.1,48,8.7,278.4,1.8,9.9,617.5,146394
1580544005,0.18,-2.2,144.2,20.72,-14.78,-8.85,26.95,268,41,4,271.2,0.8,8.7,596.4,155447
1580547605,0.18,-2.2,144.9,32.08,-2.69,-7.35,33.02,250.3,41,4.9,253.7,1.1,9.3,594.3,143363
1580551205,0.18,-2.1,145.5,20.73,-16.13,-2.57,26.4,250.7,45,5.5,254.7,1.2,10.2,566.9,120524
1580554805,0.18,-2.1,146.1,24.93,-21.11,11.44,34.61,258.7,41.6,3,262,0.6,9.1,558.9,134698
1580558405,0.18,-2.1,146.7,41.4,2.33,21.47,46.7,258.4,33.3,-2.8,260.6,-0.6,7.3,555.4,163164
1580562005,0.18,-2,147.3,38.57,7.99,4.01,39.59,254.4,33.1,-2.3,256.6,-0.5,7.4,539.9,166019
1580565605,0.18,-2,147.9,31.33,8.58,-23.45,40.07,249.3,35.6,-1.3,251.8,-0.3,8.1,447,144855
1580569205,0.18,-1.9,148.6,28.94,-1.96,-11.07,31.05,256.5,35.8,-0.1,259,0,7.9,464.3,141578
1580572805,0.18,-1.9,149.2,29.49,6.18,-16.08,34.15,264.3,32.7,-2.7,266.3,-0.6,7,432.2,156175
1580576405,0.18,-1.9,149.8,30.78,-12.47,-2.89,33.34,263.5,31.7,-3.1,265.4,-0.7,6.9,479.2,176139
1580580005,0.18,-1.8,150.4,25.2,0.39,-4.87,25.67,262.8,29,-3.3,264.4,-0.7,6.3,488.6,158297
1580583605,0.19,-1.8,151,21.56,-6.71,3.05,22.78,265.5,29.4,-2,267.1,-0.4,6.3,495.9,145067
1580587205,0.19,-1.8,151.6,46.23,-0.39,10.81,47.48,269.7,20.9,-8.2,270.6,-1.7,4.4,433.7,199718
1580590805,0.19,-1.7,152.3,41.43,-9.72,16.64,45.69,255,23.5,-10.5,256.3,-2.3,5.3,406.8,161321
1580594405,0.19,-1.7,152.9,39.18,-19.64,10.35,45.03,263.3,23.9,-9.1,264.6,-2,5.2,411.2,174434
1580598005,0.19,-1.6,153.5,49.63,-1.28,5.76,49.98,270.7,18.7,-9,271.5,-1.9,3.9,399.3,234253
1580601605,0.19,-1.6,154.1,54.72,7.46,7.33,55.71,277.9,5.9,-13.5,278.3,-2.8,1.2,401.8,319523
1580605205,0.19,-1.6,154.6,46.5,-7.07,17.39,50.15,291.6,20,-10.7,292.5,-2.1,3.9,348.8,233878
1580608805,0.19,-1.5,155,41.28,-4.86,1.83,41.61,285,18.3,-7.1,285.7,-1.4,3.7,354.3,209597
1580612405,0.19,-1.5,155.5,54.8,-9.61,6.31,55.99,276.6,16.1,-13.7,277.4,-2.8,3.3,335.7,237206
1580616005,0.19,-1.5,156,39.23,-18.49,18.17,47.03,272.1,23.9,-10,273.4,-2.1,5,330.6,185016
1580619605,0.2,-1.5,156.5,47.97,-7.68,15.48,50.99,275.2,20.6,-6.7,276.1,-1.4,4.3,313.4,262132
1580623205,0.2,-1.4,156.9,47.29,-14.69,-3.72,49.66,272.6,30.2,3.1,274.3,0.7,6.3,300.9,218573
1580626805,0.2,-1.4,157.4,30.6,-18.39,-13.6,38.21,253.4,32.7,3.6,255.6,0.8,7.3,316.6,103116
1580630405,0.2,-1.4,157.9,27.33,-25.52,-11.6,39.15,242.2,34.3,2.9,244.6,0.7,8.1,313.4,72538
1580634005,0.2,-1.3,158.3,30.01,-2.84,-10.21,31.83,244.6,27.6,2,246.2,0.5,6.4,324.9,106254
1580637605,0.2,-1.3,158.8,34.67,1.9,4.74,35.05,239.2,21.2,-7.1,240.2,-1.7,5.1,298.3,100676
1580641205,0.2,-1.3,159.3,34.04,-3.26,-0.34,34.2,238.4,24,-3.1,239.6,-0.7,5.8,297.8,103018
1580644805,0.2,-1.2,159.8,32.57,1.85,7.69,33.52,244.1,13.3,-11.4,244.7,-2.7,3.1,284,150756
1580648405,0.21,-1.2,160.2,40.97,5.35,17.23,44.76,267.7,12.8,-11.7,268.2,-2.5,2.7,271.5,228340
1580652005,0.21,-1.2,160.7,43.34,3.73,13.04,45.41,261.5,16.6,-9.3,262.2,-2,3.6,249.4,205272
1580655605,0.21,-1.2,161.2,40.93,-0.34,5.87,41.35,261.7,17.5,-4.4,262.4,-1,3.8,279.9,263901
1580659205,0.21,-1.1,161.6,39.4,-1.21,3.47,39.57,266.8,19.4,1.4,267.5,0.3,4.2,302.4,295508
1580662805,0.21,-1.1,162.1,28.57,0.16,-7.43,29.52,249.9,23.8,8.2,251.2,1.9,5.4,292.9,168641
1580666405,0.21,-1.1,162.6,33.88,-6.49,-3.23,34.65,235.2,22.8,-2.5,236.3,-0.6,5.5,254.8,89354
1580670005,0.21,-1,163,24.47,-21.79,-4.5,33.07,241.7,30.5,0,243.6,0,7.2,277.3,82785
1580673605,0.21,-1,163.5,29.2,-16.89,1.67,33.77,254.3,27.7,0,255.8,0,6.2,261.9,138227
1580677205,0.22,-1,164,40.79,-10.97,12.75,44.13,270.9,22.6,-1.5,271.8,-0.3,4.8,227.4,222675
1580680805,0.22,-1,164.5,35.26,1.45,16.76,39.07,274.9,14,-7.1,275.4,-1.5,2.9,239,258773
1580684405,0.22,-0.9,164.9,35.98,-8.71,14.5,39.76,281.6,17.4,-4.7,282.1,-1,3.5,256.6,283770
1580688005,0.22,-0.9,165.4,39.26,-20.38,11.61,45.73,268.9,26.8,-2.5,270.2,-0.5,5.7,201.8,175397
1580691605,0.22,-0.9,165.8,28.9,-21.03,12.7,37.93,281,22.5,-4.2,281.9,-0.9,4.6,229.2,232285
1580695205,0.22,-0.8,166.1,29.68,-19.38,5.11,35.81,286.5,28.1,0.8,287.8,0.2,5.6,224.7,259966
1580698805,0.22,-0.8,166.5,24.71,-9.89,-3.49,26.84,293.8,22,1.5,294.6,0.3,4.3,229.9,245647
1580702405,0.22,-0.8,166.9,23.43,-20.52,-2.14,31.22,294.6,27.6,5,296,1,5.4,241.6,233734
1580706005,0.22,-0.8,167.2,20.79,-12.43,-2.8,24.38,301.3,26.3,4.8,302.5,0.9,5,228.8,227294
1580709605,0.22,-0.7,167.6,22.54,0.36,26.12,34.5,305.5,8.8,-12.2,305.8,-2.3,1.6,221.8,232880
1580713205,0.23,-0.7,168,18.47,-0.69,-0.29,18.49,312.5,13.5,3,312.8,0.5,2.5,224.4,279375
1580716805,0.23,-0.7,168.3,10.39,-9.82,5.03,15.16,320.6,19.3,0.6,321.2,0.1,3.4,203,282832
1580720405,0.23,-0.7,168.7,29.97,-4.74,3.15,30.5,311.7,11.9,3.7,312,0.7,2.2,224.3,435846
1580724005,0.23,-0.6,169.1,28.52,1.59,-7.59,29.55,309.6,14.7,5.7,310,1.1,2.7,211.4,355389
1580727605,0.23,-0.6,169.4,26.43,-23.21,0.85,35.18,286.3,35.1,5.6,288.5,1.1,7,174.5,187416
1580731205,0.23,-0.6,169.8,20.12,-21.47,-2.45,29.53,286.9,34.4,7.7,289.1,1.5,6.8,172.2,163696
1580734805,0.23,-0.6,170.2,33.23,-10.62,-6.85,35.55,267.3,29.3,13.3,269.2,2.8,6.3,155.6,157907
1580738405,0.23,-0.5,170.5,30.86,-13.09,1.35,33.54,266.4,26.7,9.9,267.9,2.1,5.7,160.3,106841
1580742005,0.23,-0.5,170.9,31.64,-5.24,0.41,32.07,259.6,20.8,9.6,260.6,2.1,4.6,163.5,126337
1580745605,0.23,-0.5,171.3,30.87,-5.45,1.21,31.37,258.7,17.9,8.1,259.4,1.8,4,179.8,179468
1580749205,0.23,-0.5,171.6,29.64,-0.97,-1.32,29.68,258.7,16.3,10.4,259.4,2.3,3.6,182.5,178239
1580752805,0.23,-0.5,172,30.28,0.1,1.76,30.33,252.6,14.7,4.2,253,1,3.3,177.3,154176
1580756405,0.24,-0.4,172.4,28.75,-1.12,9.55,30.32,258.6,13.9,1.4,259,0.3,3.1,178.5,149432
1580760005,0.24,-0.4,172.7,27.85,-4.53,11.9,30.62,256.7,16.3,2.2,257.2,0.5,3.6,162,116507
1580763605,0.24,-0.4,173.1,27.14,-14.56,1.23,30.82,255.1,26.2,11.1,256.7,2.5,5.9,148.3,104737
1580767205,0.24,-0.4,173.5,30.92,-8.14,-1.64,32.01,248.4,19.5,9.6,249.3,2.2,4.5,148.9,91904
1580770805,0.24,-0.3,173.8,28.64,-12.53,-4.68,31.61,249.6,24.4,11.5,251.1,2.6,5.6,139.8,101423
1580774405,0.24,-0.3,174.2,29.18,-6.9,-8.42,31.15,242.1,19.9,13.3,243.3,3.1,4.7,142.5,87647