time,HELIOGRAPHIC_LATITUDE_deg,HELIOGRAPHIC_LONGITUDE_deg,BR_(RTN)_nT,BT_(RTN)_nT,BN_(RTN)_nT,FIELD_MAGNITUDE_AVG._nT,BULK_FLOW_SPEED_km/s,ELEVATION_ANGLE_Deg,AZIMUTH_ANGLE_Deg,ION_DENSITY_N/cm3,TEMPERATURE_Deg_K
1579824005,-5.2,46,-2.9,2,0.5,3.6,319,0.8,0.6,6.8,31689
1579827605,-5.2,46,-2.8,1.5,0.5,3.3,319,0.1,0.1,6.3,30417
1579831205,-5.2,46.1,-1.3,3.1,-0.8,3.5,317,-0.7,0.8,5.4,31185
1579834805,-5.2,46.1,-1.7,2.4,-1.6,3.4,310,-1.7,0.7,4.3,24943
1579838405,-5.2,46.2,-1.9,3.1,-1.2,3.8,310,-1,-0.1,4.2,31316
1579842005,-5.2,46.2,-1.5,3.8,-0.1,4.1,313,-0.9,0.7,4.6,35812
1579845605,-5.2,46.2,-0.6,3.6,0.5,3.8,318,-0.9,0.6,5.3,29764
1579849205,-5.3,46.3,0.5,3,0.4,3.2,324,-1.8,-0.6,8.1,19260
1579852805,-5.3,46.3,0.1,3.1,0,3.2,323,-1.7,-0.2,8.4,19238
1579856405,-5.3,46.4,-0.7,3,-0.1,3.2,326,-1.5,0.3,8.6,19299
1579860005,-5.3,46.4,0.1,3.4,0.2,3.5,327,-2.1,0,8.2,19797
1579863605,-5.3,46.5,0.3,3.4,-0.5,3.5,326,-2.2,0.2,9,19742
1579867205,-5.3,46.5,0.6,2.2,-0.8,3.1,324,-1.6,0.2,10,20094
1579870805,-5.3,46.5,1.8,2.4,-0.3,3.2,326,-1.7,1.1,8.5,23938
1579874405,-5.3,46.6,1.1,2.4,0.8,2.8,322,-2.4,0.5,8.9,24043
1579878005,-5.3,46.6,1,-0.3,0.8,2.5,323,-2.6,1.4,9.5,23617
1579881605,-5.3,46.7,1.9,1.4,-0.4,3.3,325,-2.9,0.9,9.5,20385
1579885205,-5.3,46.7,1.4,2.8,0.4,3.6,323,-2.9,0.3,10.6,20502
1579888805,-5.3,46.8,2.2,1.9,0.9,3.5,317,-3.2,0.9,9.9,23016
1579892405,-5.3,46.8,3.1,-1.2,0.1,3.4,312,-3.3,1.6,9.1,22230
1579896005,-5.3,46.8,3.4,-1.3,0.4,3.7,307,-3.4,1.9,9.6,23328
1579899605,-5.3,46.9,3.2,-2.1,0.4,3.9,306,-2.9,2,9.7,21458
1579903205,-5.3,46.9,3.1,-1.9,0.9,3.8,303,-2.8,1.8,8.9,21006
1579906805,-5.3,47,1.8,-2.2,-0.7,3,308,-2.8,0.3,10.5,22670
1579910405,-5.3,47,1.1,-2.1,-1.3,2.8,306,-3.2,0.2,10.9,22887
1579914005,-5.3,47,-0.1,-1.8,-2.2,2.9,304,-3.4,0.3,10.1,24864
1579917605,-5.3,47.1,0.2,-1.7,-2.2,2.8,306,-3.8,0.1,10.5,23725
1579921205,-5.3,47.1,0.1,-1.5,-2.6,3.2,306,-2.5,0.2,11.3,23433
1579924805,-5.3,47.2,1.3,0.7,-2.8,3.2,314,-1,0.5,12.8,26471
1579928405,-5.3,47.2,3.9,2.5,-1.7,5.2,312,-0.5,0.5,9.6,28078
1579932005,-5.3,47.3,2.2,4.1,-0.1,5,309,-1.6,-0.8,12.3,33439
1579935605,-5.3,47.3,1.9,3.3,2.2,4.7,306,-2.8,-1,12.2,28216
1579939205,-5.3,47.3,3.1,4.4,0.2,5.5,306,-1,-0.7,9.1,31317
1579942805,-5.3,47.4,3,4.3,0.1,5.3,303,-1.2,-1.5,9.6,31018
1579946405,-5.4,47.4,1.6,3.1,1.9,4.5,302,-2.2,-1.9,10.6,29403
1579950005,-5.4,47.5,2.7,1.3,1.8,4,296,-2.3,-0.6,11.1,32068
1579953605,-5.4,47.5,2.9,-2.3,1,3.9,295,-1.3,1.6,10.4,33605
1579957205,-5.4,47.6,2.4,-2.1,-1.2,3.6,295,-0.7,0,10,33511
1579960805,-5.4,47.6,1.6,1.8,-0.1,2.8,294,-2,-2.7,9.9,33405
1579964405,-5.4,47.6,1.9,1.8,2.1,3.5,296,-2.8,-1.5,8.5,29294
1579968005,-5.4,47.7,0.2,-1.8,1.2,2.5,296,-2.8,-1.4,10.6,30455
1579971605,-5.4,47.7,0.3,-2.2,1.4,3.2,299,-2.1,-0.9,10.4,33765
1579975205,-5.4,47.8,1.3,-4.1,0.2,4.5,303,-0.6,0.9,9.3,35654
1579978805,-5.4,47.8,0.7,-4.5,3,5.6,310,-3,1.1,11.6,43214
1579982405,-5.4,47.9,2.6,-1.9,3.8,5.3,301,-4.5,0.6,12,43522
1579986005,-5.4,47.9,2.9,0.5,1.7,3.7,297,-3,0.2,12.2,45174
1579989605,-5.4,47.9,3.7,-1.3,1,4.2,289,-2.1,-0.3,9.8,45598
1579993205,-5.4,48,3.5,-2.2,0.6,4.3,293,-0.6,0.4,9.1,43494
1579996805,-5.4,48,3.4,-1.4,-1.1,4.1,296,0.9,-0.5,10.1,46822
1580000405,-5.4,48.1,1.5,0.9,-1.3,3.5,303,1,-1.9,9.5,40166
1580004005,-5.4,48.1,2,1.2,-0.7,2.9,303,0.8,-2,10.5,36706
1580007605,-5.4,48.1,0.3,-0.5,-0.9,2.1,307,-0.2,-1.1,12.4,28025
1580011205,-5.4,48.2,0,-1.4,-0.6,1.6,304,-1.3,-0.9,12.5,19620
1580014805,-5.4,48.2,1,-1,0.6,2.1,300,-1.4,-0.5,10.5,23879
1580018405,-5.4,48.3,2.4,-1.4,1.6,3.2,295,-1.1,-0.2,8.7,29876
1580022005,-5.4,48.3,2.5,-1.6,1.7,3.6,290,-1.2,0.6,6.1,26169
1580025605,-5.4,48.4,2.7,-2,0.2,3.5,285,0.7,2,5.7,22731
1580029205,-5.4,48.4,2.9,-0.9,-0.7,3.3,281,1.4,0.3,5.6,23097
1580032805,-5.4,48.4,2.8,-0.9,-1,3.4,285,1.2,-0.2,6.7,24035
1580036405,-5.4,48.5,3,-2.1,-0.2,3.8,285,-0.9,0.8,10.7,30391
1580040005,-5.4,48.5,2.7,-2.1,-0.4,3.6,286,-1.4,0.6,10.1,30230
1580043605,-5.4,48.6,1.6,-1.6,-2.2,3.6,295,-0.4,-0.3,10.1,25866
1580047205,-5.5,48.6,2.2,1,-2.8,4,297,0.5,-2.5,9.7,22499
1580050805,-5.5,48.7,2.3,-1.8,-2.2,4.2,301,0.2,0.1,11.7,26259
1580054405,-5.5,48.7,1.2,-1.1,-2.7,4.1,309,-1,-0.4,12.2,26063
1580058005,-5.5,48.7,0.2,0.9,-0.3,2.5,312,-1.6,-1.4,15.4,24697
1580061605,-5.5,48.8,0.6,-0.5,0.1,2,315,-1.8,-2,17.1,25661
1580065205,-5.5,48.8,-0.1,-0.3,1,1.3,318,-1.7,-2.4,17.6,27895
1580068805,-5.5,48.9,0.2,-0.8,-0.3,1.7,317,-1.2,-1.7,16.9,26735
1580072405,-5.5,48.9,-0.4,0.1,0.4,1.3,308,0.2,-0.8,17.1,20178
1580076005,-5.5,49,-0.2,-0.3,0.3,0.9,303,0.4,-1,17.3,14939
1580079605,-5.5,49,-0.9,-0.4,0.1,1.4,307,-0.9,-0.8,13.6,22634
1580083205,-5.5,49,-1.8,-0.1,-0.2,1.9,310,-1.8,-0.1,11.8,28002
1580086805,-5.5,49.1,-0.3,0.4,0.1,0.7,309,-2.3,-0.5,12.9,21977
1580090405,-5.5,49.1,-0.2,0.3,0.1,1,311,-2,0,13.3,21478
1580094005,-5.5,49.2,-0.7,-0.8,0.7,2,312,-2.1,0,12.6,19782
1580097605,-5.5,49.2,2,-2.3,-1.7,3.7,311,-2,-0.4,9,28144
1580101205,-5.5,49.3,2.2,-3,-1.7,4.2,314,-1.9,-1.2,7.6,25774
1580104805,-5.5,49.3,-0.7,1.1,-0.7,3.3,315,-1.2,-1,10.3,19397
1580108405,-5.5,49.3,-0.9,0.4,1,1.9,314,-0.8,-2.1,10.1,30597
1580112005,-5.5,49.4,-2.2,1.7,1.2,3.1,319,-1.2,-2.4,7.4,36225
1580115605,-5.5,49.4,-2.4,2.4,0.9,3.5,320,-0.9,-0.5,6.9,33002
1580119205,-5.5,49.5,-2.5,3.4,-0.7,4.3,322,-2.8,-0.2,6.3,33831
1580122805,-5.5,49.5,-3.2,2.7,0.4,4.3,321,-2.5,-0.8,5.4,37263
1580126405,-5.5,49.5,-1.9,3.1,-0.9,4,320,-1.8,-0.9,5.7,42798
1580130005,-5.5,49.6,-3.4,2.2,0.2,4.1,311,-1.2,-0.7,3.6,26022
1580133605,-5.5,49.6,-3.3,1.6,0.6,3.9,308,-1,-0.9,3.5,27240
1580137205,-5.5,49.7,-2.9,1.3,1.3,3.5,312,-1.3,-1.3,5.2,32990
1580140805,-5.5,49.7,-3.1,1.3,0.9,3.5,302,-0.7,-0.5,3.7,24756
1580144405,-5.5,49.8,-3.3,0.9,0.9,3.6,300,-0.1,-0.7,3.7,23040
1580148005,-5.6,49.8,-3.2,0.9,1.4,3.7,304,0.8,-0.3,3.8,26501
1580151605,-5.6,49.8,-3.3,0.8,1.3,3.7,304,0.9,-0.5,3.6,28080
1580155205,-5.6,49.9,-3.3,0.7,1.6,3.8,306,0.6,-0.2,4.3,24846
1580158805,-5.6,49.9,-3.2,1.9,1,3.9,301,0.7,1.9,3.9,23412
1580162405,-5.6,50,-2.6,2.8,-0.2,4,308,-0.7,1.9,5,33629
1580166005,-5.6,50,-1.6,3,-1.7,4,315,-1.4,1.2,6.1,42155
1580169605,-5.6,50.1,-2.9,1.8,1.2,3.9,309,1.1,0.9,5,31509
1580173205,-5.6,50.1,-0.5,3.3,-0.8,3.7,321,-0.8,1.4,7.6,32622
1580176805,-5.6,50.1,-0.5,2.7,-1.5,3.3,319,-1.5,1.2,8.6,25361
1580180405,-5.6,50.2,1.2,1.5,-2.9,3.5,320,-2,-0.3,8,21614
1580184005,-5.6,50.2,1.1,1.6,-2.4,3.2,320,-2.4,0,8.2,20173
1580187605,-5.6,50.3,0.3,1,-3.5,3.7,322,-3.4,0.1,7.2,25627
1580191205,-5.6,50.3,0,0.6,-3,3.2,319,-2.9,0.1,8.5,21952
1580194805,-5.6,50.4,-0.2,0.5,-1.6,2,316,-1.9,0.6,11.6,15563
1580198405,-5.6,50.4,-0.7,0.9,-0.6,2,314,-0.4,0.8,11.6,15306
1580202005,-5.6,50.4,-1.9,1.8,1.3,2.9,310,1,0.5,10.7,14865
1580205605,-5.6,50.5,-2.4,1.6,1.6,3.3,310,1.8,0.9,11.7,15454
1580209205,-5.6,50.5,-3.2,1.8,3,4.8,315,3.9,0.2,14.4,14941
1580212805,-5.6,50.6,-2.6,1,2.9,4.1,317,2.8,-0.4,14.4,18190
1580216405,-5.6,50.6,-2.1,1,1.2,3.2,315,2.9,-0.1,14.7,24702
1580220005,-5.6,50.7,-1.1,0.3,0.2,3.5,318,1.4,-0.5,12.9,24984
1580223605,-5.6,50.7,0.7,-0.2,-1.7,2.8,321,0,-0.1,11.6,30249
1580227205,-5.6,50.7,-0.9,2.4,-1.4,3,320,0.2,0.9,10.9,32990
1580230805,-5.6,50.8,-1,3.1,-0.7,3.6,319,1.6,0.7,11.1,30648
1580234405,-5.6,50.8,-2.9,1.8,1.2,3.8,317,3,-0.2,10.8,33320
1580238005,-5.6,50.9,-3,2.4,1.1,5,330,3.9,1.2,13.4,42298
1580241605,-5.6,50.9,-2,4.8,-1.6,6.4,341,2.9,3.1,15.5,53003
1580245205,-5.6,50.9,-4.4,4.6,2.7,7.5,346,4.1,5,14,51743
1580248805,-5.6,51,-4,5.5,-1.8,8,352,1.7,5.4,15.7,56078
1580252405,-5.6,51,2.5,2.3,-5.8,7.3,361,0.2,4.1,15.2,53072
1580256005,-5.7,51.1,2.6,2.4,-1.7,5.7,365,0.6,3.5,13.3,71278
1580259605,-5.7,51.1,2.3,4.3,-3.6,6.5,373,-0.1,3.9,13,54114
1580263205,-5.7,51.2,0.9,4.4,-4.3,6.9,384,-1.1,2.6,12.7,59275
1580266805,-5.7,51.2,-1.1,0.7,-0.3,7.4,395,-0.6,0,7.8,90960
1580270405,-5.7,51.2,-0.7,-0.5,0.8,3.9,420,0,-5.4,6.8,187229
1580274005,-5.7,51.3,-0.6,0.4,-1.8,3.8,418,0.1,-4.7,6.7,191184
1580277605,-5.7,51.3,-3.3,0.6,1.5,4.5,426,0.6,-7,5.6,174590
1580281205,-5.7,51.4,-1.1,3.9,-2.4,5.3,456,-1.9,-6.4,3.5,133594
1580284805,-5.7,51.4,-1.4,3.6,-0.9,4.3,448,-1.2,-4.6,4.1,147743
1580288405,-5.7,51.5,-2.9,4.1,-0.3,5.2,430,1.2,-3.8,4.5,127658
1580292005,-5.7,51.5,-4.2,4.7,-0.3,6.5,417,1.7,-3.8,4.3,91925
1580295605,-5.7,51.5,-4.9,4,0.7,6.5,407,2.7,-4.2,4.2,83473
1580299205,-5.7,51.6,-4.9,3.1,-0.7,5.9,394,0.2,-3.3,2.8,66209
1580302805,-5.7,51.6,-4.5,3.2,-0.5,5.6,391,-1.1,-0.8,2.5,55332
1580306405,-5.7,51.7,-4.8,2,-0.4,5.2,388,-1.6,-2.1,2.7,63527
1580310005,-5.7,51.7,-3.9,2.8,-0.7,4.9,398,-3.4,-1.1,3.2,75541
1580313605,-5.7,51.8,-3.6,2.9,-1.1,5.1,407,-4.3,-2.4,4,93566
1580317205,-5.7,51.8,-4.2,2,0.7,5,396,-2.2,-2.1,4.5,90463
1580320805,-5.7,51.8,-4.3,2.6,-1.1,5.3,390,-3.5,-1.5,4.6,90177
1580324405,-5.7,51.9,-4.6,4,1.2,6.4,361,-1.4,0.8,2.7,49836
1580328005,-5.7,51.9,-5.6,3.4,0.9,6.7,358,-1.8,1.3,2.7,43992
1580331605,-5.7,52,-6.1,3.3,1.7,7.2,359,-1.5,1.5,3.4,44298
1580335205,-5.7,52,-2.4,4.6,-0.7,6.4,386,-2.1,2.3,4.9,70495
1580338805,-5.7,52.1,-0.7,1.7,-0.7,4.4,406,-1.9,-0.1,8,120974
1580342405,-5.7,52.1,-3.3,0.3,-0.4,4,391,-1.6,-0.7,7.5,125323
1580346005,-5.7,52.1,-1.3,2.5,0,4.9,401,0,1.1,7.7,111372
1580349605,-5.7,52.2,-2.8,0.9,-0.2,3.9,400,0.5,1.5,8.5,94963
1580353205,-5.7,52.2,-3.4,1,0.4,4.2,404,0,3.1,5.6,77006
1580356805,-5.7,52.3,1.1,2.7,-2.1,5.6,418,-2.3,3.3,4.8,63016
1580360405,-5.7,52.3,5.3,0.5,-2.8,6.1,412,-2.8,2.3,4.6,56655
1580364005,-5.8,52.3,4.6,-0.4,-3,5.6,407,-3.2,2.2,4.6,71909
1580367605,-5.8,52.4,1.2,1.8,-2.2,3.7,404,-2,1.8,4.8,114883
1580371205,-5.8,52.4,-1.5,3.1,-1.5,4.5,409,-1.6,1.2,4.5,87233
1580374805,-5.8,52.5,-1.9,2.7,-2.6,4.7,402,-2.4,0.6,4,65360
1580378405,-5.8,52.5,-0.7,3.8,-0.9,4.6,405,-1.2,0.5,4.8,84232
1580382005,-5.8,52.6,-1,0.7,-4,4.7,405,-3,0.3,4.4,75174
1580385605,-5.8,52.6,0,1,-2.5,3.8,417,-1.2,1.1,4.9,77093
1580389205,-5.8,52.6,-2,1.8,0.2,4.7,413,0.4,2.1,5,67658
1580392805,-5.8,52.7,-4.3,-1.1,-0.7,5.1,392,-0.8,-0.3,3.4,56640
1580396405,-5.8,52.7,1.9,-0.1,-3.8,5.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31
1580400005,-5.8,52.8,2.7,0,-4.2,6.5,443,-0.3,0.2,7.1,74907
1580403605,-5.8,52.8,2.5,3.6,-3.3,6.8,451,0.1,0.2,6.7,68982
1580407205,-5.8,52.9,-0.8,4.1,-3,5.4,447,-0.2,0.4,6.8,80484
1580410805,-5.8,52.9,-4.4,0.3,3.2,6.3,439,2.8,-2,5,97404
1580414405,-5.8,52.9,-5.6,3.5,-0.9,7,428,-0.6,-0.1,3.8,91204
1580418005,-5.8,53,-1.7,4.6,-4.3,6.9,429,-0.3,-0.7,3.7,130467
1580421605,-5.8,53,-4.7,3.7,-1,6.3,403,-0.4,-0.6,2.1,93079
1580425205,-5.8,53.1,-3.9,3.7,-1.3,6.1,419,-0.9,-1.5,3,103411
1580428805,-5.8,53.1,-2.5,6.5,-1.7,7.3,451,-1.7,-1.2,3.6,122346
1580432405,-5.8,53.2,-3.3,5.9,-1.9,7.2,451,-1.3,-1.1,3.6,130977
1580436005,-5.8,53.2,-1.7,5.4,-1.8,6.8,453,-1.2,-2.7,4.1,127436
1580439605,-5.8,53.2,0.8,4.3,-3,6.5,512,-4.5,-2.8,4.3,178328
1580443205,-5.8,53.3,-4.1,2.8,0.6,5.9,492,-3.4,-3,4,149485
1580446805,-5.8,53.3,-4.6,2.4,-0.9,5.7,484,-3.6,-3.7,3.6,149859
1580450405,-5.8,53.4,-4.5,3.7,-1.6,6.4,477,-5.2,-1.7,3,118996
1580454005,-5.8,53.4,-4,3.8,-0.1,5.7,484,-4,-0.2,2.8,136237
1580457605,-5.8,53.5,-5,2,0.1,5.5,477,-3.3,0.1,1.8,84636
1580461205,-5.8,53.5,-4.5,0.9,-0.6,4.7,468,-3.5,-1.4,1.4,79040
1580464805,-5.8,53.5,1.6,1.3,-0.9,4.2,515,-2.4,-0.5,2.4,136737
1580468405,-5.8,53.6,-2.9,1.6,0,3.6,485,-1.8,0.1,2.3,145843
1580472005,-5.8,53.6,-2.9,1.6,-0.1,3.7,490,-1.8,0.6,2.6,161374
1580475605,-5.9,53.7,-4,1.3,0.6,4.3,488,-1.5,-0.7,2.5,134433
1580479205,-5.9,53.7,-3.4,2.1,0.3,4.1,477,-0.7,-0.1,2.6,141602
1580482805,-5.9,53.7,-4.5,0.2,0.7,4.6,488,0.1,-1.9,2.1,82754
1580486405,-5.9,53.8,-3,-2.6,-0.4,4.4,517,-0.6,-3.8,2.9,124412
1580490005,-5.9,53.8,-4.9,0.1,-0.4,5,467,-0.6,-1.8,1.6,56609
1580493605,-5.9,53.9,-4.1,-1.5,-1,4.6,458,-1.2,-4.2,1.6,61797
1580497205,-5.9,53.9,-4.5,-0.6,-0.2,4.6,452,-0.6,-3.4,1.6,61825
1580500805,-5.9,54,-2.6,-2.8,0.1,4.1,478,-0.9,-3.6,2.5,119531
1580504405,-5.9,54,-1.8,-2.7,-0.1,3.7,468,-1.2,-3.2,2.4,115608
1580508005,-5.9,54,-3.9,-0.9,-0.1,4.2,439,-1.8,-4,1.8,85558
1580511605,-5.9,54.1,-4.1,0.7,0.2,4.3,432,-1.7,-0.4,1.8,67898
1580515205,-5.9,54.1,-3.1,2,1.1,3.9,438,-0.4,-1,1.9,87612
1580518805,-5.9,54.2,-3.7,0.7,0.6,3.8,419,0,-2.1,1.1,51417
1580522405,-5.9,54.2,-3.2,1.7,0.1,3.6,420,-1,-2.4,1.2,52733
1580526005,-5.9,54.3,-3.3,-0.1,0.3,3.4,422,-0.8,-2.7,1.2,53214
1580529605,-5.9,54.3,-3.3,0.2,-0.3,3.4,426,-1.4,-2.1,0.9,39847
1580533205,-5.9,54.3,-3.4,-0.2,-0.1,3.5,423,-0.6,-1,1.3,51355
1580536805,-5.9,54.4,-3.8,-0.1,0.3,3.9,444,-0.7,-1.3,2.2,78543
1580540405,-5.9,54.4,-4,-0.7,1.2,4.3,448,0.3,-1.5,2.6,73163
1580544005,-5.9,54.5,-2.1,0.5,0,2.7,465,0,0,3.7,123710
1580547605,-5.9,54.5,0.4,-1.7,0.5,2.4,466,1.2,-1.6,4.1,76190
1580551205,-5.9,54.6,1.9,-0.4,0.3,3,469,1.7,-1.6,3.8,73921
1580554805,-5.9,54.6,2,0.7,0.4,2.7,473,1.6,1.4,4.6,112725
1580558405,-5.9,54.6,0.1,1.7,0.1,3.2,444,0.4,2.4,5.7,114208
1580562005,-5.9,54.7,2.2,2.3,-2.3,5,431,-0.8,3,6.1,91417
1580565605,-5.9,54.7,2,2.7,-1.1,4.8,421,-0.2,2.2,5.1,47938
1580569205,-5.9,54.8,-0.5,-2.8,-2,4.8,395,-0.4,0.8,3.5,36676
1580572805,-5.9,54.8,-0.5,1,-1.4,5.2,395,-0.4,1.6,3.1,39953
1580576405,-5.9,54.8,4,3.3,-1.9,5.8,426,-1.5,-0.3,4.3,76576
1580580005,-5.9,54.9,-0.5,3.8,1.7,5.2,433,-2.1,2.9,5.4,93054
1580583605,-5.9,54.9,-2,1.9,2.7,5.3,423,-1.3,0.8,3.9,82091
1580587205,-5.9,55,-2.9,2.4,-1.3,4.9,435,-2.5,0.5,4.7,84703
1580590805,-6,55,-2.3,4.9,-0.1,5.8,433,-2.1,1,7.4,100520
1580594405,-6,55.1,-0.3,4.5,1.3,4.9,433,-1.2,0.3,5.9,90711
1580598005,-6,55.1,0.9,3.3,-0.1,4.7,444,-1.7,-1.5,4.1,101505
1580601605,-6,55.1,1.9,3.1,1.3,4.2,452,-0.6,-1,3.4,87940
1580605205,-6,55.2,2.2,2.2,1,3.5,444,-1.6,-1.3,3.8,81844
1580608805,-6,55.2,3,1.8,-0.1,3.6,452,-3.2,-1.3,3.8,77227
1580612405,-6,55.3,3,2.1,-0.2,4,453,-3,-1.3,3.8,75365
1580616005,-6,55.3,4.3,1.3,-0.9,4.6,454,-4.1,-2.3,4,73348
1580619605,-6,55.4,4.7,1.3,-1.5,5.2,447,-4.1,-2.6,3.8,49057
1580623205,-6,55.4,0,1.3,1.1,4.1,432,-3.3,-2.6,4.7,86495
1580626805,-6,55.4,-2.8,-0.3,0.8,3.6,437,-3.5,-2.7,4,109178
1580630405,-6,55.5,-4.2,-0.1,0.6,4.3,439,-3.8,-2.7,2.8,86591
1580634005,-6,55.5,1.4,2.3,2,3.9,430,-4.7,-3.2,4.1,117260
1580637605,-6,55.6,1.1,1.8,0.6,3.1,427,-5.1,-3.6,4.1,134167
1580641205,-6,55.6,-1.6,0.2,0.6,3,429,-4.7,-3.5,3.8,124148
1580644805,-6,55.7,-2.7,1.5,1.1,3.4,424,-4.9,-3.9,3.2,94921
1580648405,-6,55.7,-1,0.5,-0.5,2.7,413,-5.2,-3.9,3.9,104285
1580652005,-6,55.7,-1.9,0.7,0.1,2.2,405,-5,-3.9,3.6,103532
1580655605,-6,55.8,-0.5,1.4,-0.7,2.1,407,-5.8,-3.6,3.9,103573
1580659205,-6,55.8,-0.5,1.9,-0.1,2.6,398,-3.8,-2.3,4,98928
1580662805,-6,55.9,1.9,1.3,-2.5,3.8,403,-4.2,-3.1,4.3,81923
1580666405,-6,55.9,0.4,1.8,-2.6,4,397,-4.1,-2.2,4.3,83891
1580670005,-6,56,-3.3,2.4,-0.1,4.6,394,-3.9,-0.9,3.7,83970
1580673605,-6,56,-3.3,3.5,0.5,5,384,-3.3,1,4.7,66401
1580677205,-6,56,-1.5,3.7,-0.2,4.9,387,-2.8,1,5.1,57996
1580680805,-6,56.1,-0.6,3.7,-2.8,4.8,386,-4.4,1.2,5.2,50402
1580684405,-6,56.1,-0.8,3.7,0.1,4.5,379,-1,0.9,4.7,49847
1580688005,-6,56.2,-3.2,0.3,2.5,4.2,373,-0.7,-2.6,5,49790
1580691605,-6,56.2,-3.4,0.1,2.6,4.4,377,-2.1,-1.7,5.3,46137
1580695205,-6,56.2,-0.5,2.9,1.4,4,384,-3.1,-0.6,5.3,51125
1580698805,-6,56.3,1.4,3.1,-0.5,3.8,384,-4,-0.5,5,48736
1580702405,-6,56.3,0.2,1.5,-2.7,3.4,385,-4.8,-0.1,4.9,45224
1580706005,-6,56.4,2,-0.3,-2,3.1,381,-3.7,-0.8,4.4,33519
1580709605,-6,56.4,2.3,0,-1.9,3.2,382,-3.6,-0.4,4.2,31851
1580713205,-6.1,56.5,1.6,1.5,-1.3,2.9,381,-3.2,-0.1,4.6,37382
1580716805,-6.1,56.5,1.4,-1.2,-1.2,2.5,386,-1.8,-1.2,5.5,42120
1580720405,-6.1,56.5,-0.2,2.3,-0.3,2.4,385,-1.7,-0.5,5.3,49880
1580724005,-6.1,56.6,-0.2,3,0.3,3.1,384,-1.3,0.2,5.1,44756
1580727605,-6.1,56.6,-0.9,3.2,0.1,3.4,380,-0.8,0.8,5.2,39340
1580731205,-6.1,56.7,-1.5,3.1,-0.7,3.5,377,-1.4,0.7,5.3,36478
1580734805,-6.1,56.7,-2.9,2.3,0.3,3.9,373,-0.6,0.5,5.5,34553
1580738405,-6.1,56.8,-3.9,1.5,0.3,4.3,372,-0.7,0,5.3,33457
1580742005,-6.1,56.8,-3,2.1,0.2,3.8,366,-0.6,1.1,6.2,37850
1580745605,-6.1,56.8,-2.6,2.3,0.2,3.6,364,-1,1,6.3,34956
1580749205,-6.1,56.9,-2.8,2,0.4,3.6,364,-1.2,0.6,6.4,32828
1580752805,-6.1,56.9,-3.8,0.6,0.9,3.9,353,-1.1,-0.7,5.6,27390
1580756405,-6.1,57,-3.8,0.4,0.9,3.9,353,-1.6,-1.2,5.6,26854
1580760005,-6.1,57,-3.7,-0.3,1.1,3.9,353,-1.6,-2,6,27441
1580763605,-6.1,57.1,-2.6,-0.3,1,2.9,361,-1.8,-1.6,7.4,37436
1580767205,-6.1,57.1,-2.3,-1.4,1.5,3.4,357,-1.6,-2.3,7.8,38344
1580770805,-6.1,57.1,-3.2,-0.2,1.8,3.8,360,-2.2,-1,7.3,41833
1580774405,-6.1,57.2,-2.1,1.6,0.1,3.2,360,-2.2,-0.6,7.8,48848